		HOLA	                                                                             TEL.	4282-9358 / 1555234202 / 1522112978 / 				494*7130					
	ESTALLIDOS	ESTALLIDOS	   Nº 4	$8,00	20,00	$7,00	1,00	$7,00	12,50	PAQ	PAQ DE 20 UNIDADES  DE    Nº 4 A $8 C/U	1 PAQS A $7 C/U	0,05 PAQS DE 20 UNIDADES A $7
	ESTALLIDOS	ESTALLIDOS	   Nº 6	$15,00	20,00	$13,00	1,00	$13,00	13,33	PAQ	PAQ DE 20 UNIDADES  DE    Nº 6 A $15 C/U	1 PAQS A $13 C/U	0,05 PAQS DE 20 UNIDADES A $13
	ESTALLIDOS	ESTALLIDOS	   Nº 8	$18,00	20,00	$15,00	1,00	$15,00	16,67	PAQ	PAQ DE 20 UNIDADES  DE    Nº 8 A $18 C/U	1 PAQS A $15 C/U	0,05 PAQS DE 20 UNIDADES A $15
	ESTALLIDOS	ESTALLIDOS	   Nº 9	$23,00	20,00	$20,00	1,00	$20,00	13,04	PAQ	PAQ DE 20 UNIDADES  DE    Nº 9 A $23 C/U	1 PAQS A $20 C/U	0,05 PAQS DE 20 UNIDADES A $20
	ESTALLIDOS	ESTALLIDOS	   Nº 11	$27,00	20,00	$23,00	1,00	$23,00	14,81	PAQ	PAQ DE 20 UNIDADES  DE    Nº 11 A $27 C/U	1 PAQS A $23 C/U	0,05 PAQS DE 20 UNIDADES A $23
	ESTALLIDOS	ESTALLIDOS	 27 X 36	$7,00	1,00	$6,00	1,00	$6,00	14,29	NOSE	1 NOSE DE  27 X 36 A $7	1 NOSES A $6 C/U	1 NOSES A $6
													
COD.			                   CINTAS ADHESIVAS                            X MENOR                                                                   X MAYOR	Pr. unit. minor.	Unidades	Pr. unit. mayor.	  Cantidad	   Bulto	Descuento	   Packaging			
	CINTAS	CINTAS ADHESIVAS	12 X 30   Transparente	$4,00	1,00	$3,60	288,00	$1.036,80	10,00	NOSE	1 NOSE DE 12 X 30   Transparente A $4	288 NOSES A $3,6 C/U	288 NOSES A $1036,8
	CINTAS	CINTAS ADHESIVAS	24 X 50   Transparente	$7,00	1,00	$6,29	72,00	$452,88	10,14	NOSE	1 NOSE DE 24 X 50   Transparente A $7	72 NOSES A $6,29 C/U	72 NOSES A $452,88
	CINTAS	CINTAS ADHESIVAS	48 X 50   Transparente	$10,00	1,00	$9,00	36,00	$324,00	10,00	NOSE	1 NOSE DE 48 X 50   Transparente A $10	36 NOSES A $9 C/U	36 NOSES A $324
	CINTAS	CINTAS ADHESIVAS	48 X 100 Transparente	$16,00	1,00	$14,50	36,00	$522,00	9,38	NOSE	1 NOSE DE 48 X 100 Transparente A $16	36 NOSES A $14,5 C/U	36 NOSES A $522
	CINTAS	CINTAS ADHESIVAS	48 X 50   MARRON	$10,00	1,00	$9,00	36,00	$324,00	10,00	NOSE	1 NOSE DE 48 X 50   MARRON A $10	36 NOSES A $9 C/U	36 NOSES A $324
	CINTAS	CINTAS ADHESIVAS	48 X 100 MARRON	$16,00	1,00	$7,25	72,00	$522,00	54,69	NOSE	1 NOSE DE 48 X 100 MARRON A $16	72 NOSES A $7,25 C/U	72 NOSES A $522
	CINTAS	CINTAS ADHESIVAS	48 x 50  (FRAGIL)	$20,00	1,00	$18,00	36,00	$648,00	10,00	NOSE	1 NOSE DE 48 x 50  (FRAGIL) A $20	36 NOSES A $18 C/U	36 NOSES A $648
COD.			                     CINTA DE PAPEL	Pr. unit. minor.	Unidades	Pr. unit. mayor.	  Cantidad	   Bulto	Descuento	   Packaging			
	CINTAS	CINTAS DE PAPEL RAPIFIX	12 X 50 CM  	$10,00	1,00	$9,00	88,00	$792,00	10,00	NOSE	1 NOSE DE 12 X 50 CM   A $10	88 NOSES A $9 C/U	88 NOSES A $792
	CINTAS	CINTAS DE PAPEL RAPIFIX	18 X 50 CM  	$15,00	1,00	$13,50	48,00	$648,00	10,00	NOSE	1 NOSE DE 18 X 50 CM   A $15	48 NOSES A $13,5 C/U	48 NOSES A $648
	CINTAS	CINTAS DE PAPEL RAPIFIX	24 X 50 CM  	$20,00	1,00	$18,00	36,00	$648,00	10,00	NOSE	1 NOSE DE 24 X 50 CM   A $20	36 NOSES A $18 C/U	36 NOSES A $648
	CINTAS	CINTAS DE PAPEL RAPIFIX	36 X 50 CM  	$29,00	1,00	$26,08	24,00	$625,92	10,07	NOSE	1 NOSE DE 36 X 50 CM   A $29	24 NOSES A $26,08 C/U	24 NOSES A $625,92
	CINTAS	CINTAS DE PAPEL RAPIFIX	48 X 50 CM  	$37,00	1,00	$33,25	20,00	$665,00	10,14	NOSE	1 NOSE DE 48 X 50 CM   A $37	20 NOSES A $33,25 C/U	20 NOSES A $665
													
COD.			                            MOÑOS	Pr. unit. minor.	Unidades	Pr. unit. mayor.	  Cantidad	   Bulto	Descuento	   Packaging			
	MOÑOS	MOÑOS MAGICOS PARA ARMAR	N°0 	$24,00	100,00	$22,00	1,00	$22,00	8,33	PAQ	PAQ DE 100 UNIDADES  DE N°0  A $24 C/U	1 PAQS A $22 C/U	0,01 PAQS DE 100 UNIDADES A $22
	MOÑOS	MOÑOS MAGICOS PARA ARMAR	N°1 	$34,00	100,00	$31,00	1,00	$31,00	8,82	PAQ	PAQ DE 100 UNIDADES  DE N°1  A $34 C/U	1 PAQS A $31 C/U	0,01 PAQS DE 100 UNIDADES A $31
	MOÑOS	MOÑOS MAGICOS PARA ARMAR	N°2 	$70,00	100,00	$63,00	1,00	$63,00	10,00	PAQ	PAQ DE 100 UNIDADES  DE N°2  A $70 C/U	1 PAQS A $63 C/U	0,01 PAQS DE 100 UNIDADES A $63
	MOÑOS	MOÑOS ESTRELLA AUTOADHESIVOS	nº2	$1,50	50,00	$67,00	1,00	$67,00	-4.366,67	PAQ	PAQ DE 50 UNIDADES  DE nº2 A $1,5 C/U	1 PAQS A $67 C/U	0,02 PAQS DE 50 UNIDADES A $67
COD.			                ETIQUETAS (MOTEX)	Pr. unit. minor.	Unidades	Pr. unit. mayor.	  Cantidad	   Bulto	Descuento	   Packaging			
	VARIOS	ETIQUETAS MOTEX	BLANCO	$5,00	1,00	$0,04	100,00	$4,00	99,20	NOSE	1 NOSE DE BLANCO A $5	100 NOSES A $0,04 C/U	100 NOSES A $4
	VARIOS	ETIQUETAS MOTEX	(amarillo,verde,naranja)	$6,50	1,00	$0,05	100,00	$5,00	99,23	NOSE	1 NOSE DE (amarillo,verde,naranja) A $6,5	100 NOSES A $0,05 C/U	100 NOSES A $5
													
COD.			      PORTA CINTAS-HILO-DISPENSER	Pr. unit. minor.	Unidades	Pr. unit. mayor.	  Cantidad	   Bulto	Descuento	   Packaging			
	VARIOS	PORTA HILOS		$126,00	1,00	$113,00	1,00	$113,00	10,32	NOSE	1 NOSE DE  A $126	1 NOSES A $113 C/U	1 NOSES A $113
	VARIOS	PORTA CINTAS	30CM   (CHICO)	$35,00	1,00	$31,00	1,00	$31,00	11,43	NOSE	1 NOSE DE 30CM   (CHICO) A $35	1 NOSES A $31 C/U	1 NOSES A $31
	VARIOS	PORTA CINTAS	60CM   (GRANDE)	$45,00	1,00	$40,00	1,00	$40,00	11,11	NOSE	1 NOSE DE 60CM   (GRANDE) A $45	1 NOSES A $40 C/U	1 NOSES A $40
	VARIOS	PORTA BOBINAS	40CM	$176,00	1,00	$122,00	1,00	$122,00	30,68	NOSE	1 NOSE DE 40CM A $176	1 NOSES A $122 C/U	1 NOSES A $122
	VARIOS	PORTA BOBINAS	60CM	$193,00	1,00	$138,00	1,00	$138,00	28,50	NOSE	1 NOSE DE 60CM A $193	1 NOSES A $138 C/U	1 NOSES A $138
	VARIOS	PORTA BOBINAS	40/60CM  (COMBINADA)	$233,00	1,00	$183,00	1,00	$183,00	21,46	NOSE	1 NOSE DE 40/60CM  (COMBINADA) A $233	1 NOSES A $183 C/U	1 NOSES A $183
	VARIOS	RACIONADOR DE CINTA EMBALAR	GRANDE	$122,00	1,00	$110,00	1,00	$110,00	9,84	NOSE	1 NOSE DE GRANDE A $122	1 NOSES A $110 C/U	1 NOSES A $110
	VARIOS	RACIONADOR DE CINTA EMBALAR	CHICO	$73,00	1,00	$65,00	1,00	$65,00	10,96	NOSE	1 NOSE DE CHICO A $73	1 NOSES A $65 C/U	1 NOSES A $65
	VARIOS	PORTA ROLLO	FILM PVC	$282,00	1,00	$249,00	1,00	$249,00	11,70	NOSE	1 NOSE DE FILM PVC A $282	1 NOSES A $249 C/U	1 NOSES A $249
	VARIOS	PORTA ROLLO	TURNO	$115,00	1,00	$100,00	1,00	$100,00	13,04	NOSE	1 NOSE DE TURNO A $115	1 NOSES A $100 C/U	1 NOSES A $100
	DISPENSERS	DISPENSER LIMPIA MANOS	(PIE)	$264,00	1,00	$202,00	1,00	$202,00	23,48	NOSE	1 NOSE DE (PIE) A $264	1 NOSES A $202 C/U	1 NOSES A $202
	DISPENSERS	DISPENSER LIMPIA MANOS	(PARED)	$188,00	1,00	$148,00	1,00	$148,00	21,28	NOSE	1 NOSE DE (PARED) A $188	1 NOSES A $148 C/U	1 NOSES A $148
	DISPENSERS	DISPENSER TOALLERO		$108,00	1,00	$98,00	1,00	$98,00	9,26	NOSE	1 NOSE DE  A $108	1 NOSES A $98 C/U	1 NOSES A $98
	DISPENSERS	DISPENSER HIGIENICO		$125,00	1,00	$115,00	1,00	$115,00	8,00	NOSE	1 NOSE DE  A $125	1 NOSES A $115 C/U	1 NOSES A $115
	DISPENSERS	DISPENSER JABONERA	(PARED)	$115,00	1,00	$103,00	1,00	$103,00	10,43	NOSE	1 NOSE DE (PARED) A $115	1 NOSES A $103 C/U	1 NOSES A $103
			ETIQUETEADORA (JOLLY) 8 digitos	$410,00	1,00	$74,00	5,00	$370,00	81,95	NOSE	1 NOSE DE ETIQUETEADORA (JOLLY) 8 digitos A $410	5 NOSES A $74 C/U	5 NOSES A $370
													
COD. 			                            PRECINTOS	Pr. unit. minor.	Unidades	Pr. unit. mayor.	  Cantidad	   Bulto	Descuento	   Packaging			
	VARIOS	PRECINTOS PLASTICOS	6 CM	$10,00	1.000,00	$9,10	50,00	$455,00	9,00	PAQ	PAQ DE 1000 UNIDADES  DE 6 CM A $10 C/U	50 PAQS A $9,1 C/U	0,05 PAQS DE 1000 UNIDADES A $455
	VARIOS	PRECINTOS PLASTICOS	9 CM	$12,00	1.000,00	$10,80	50,00	$540,00	10,00	PAQ	PAQ DE 1000 UNIDADES  DE 9 CM A $12 C/U	50 PAQS A $10,8 C/U	0,05 PAQS DE 1000 UNIDADES A $540
													
COD.			               ROLLOS REGISTRADORA(OBRA)        X MENOR                                                                   X MAYOR	Pr. unit. minor.	Unidades	Pr. unit. mayor.	  Cantidad	   Bulto	Descuento	   Packaging			
	ROLLOS	ROLLOS REGISTRADORA OBRA	57MM X 30MTS. 	$40,00	10,00	$36,00	10,00	$360,00	10,00	PAQ	PAQ DE 10 UNIDADES  DE 57MM X 30MTS.  A $40 C/U	10 PAQS A $36 C/U	1 PAQS DE 10 UNIDADES A $360
	ROLLOS	ROLLOS REGISTRADORA OBRA	37MM X 50MTS. 	$45,00	10,00	$40,50	10,00	$405,00	10,00	PAQ	PAQ DE 10 UNIDADES  DE 37MM X 50MTS.  A $45 C/U	10 PAQS A $40,5 C/U	1 PAQS DE 10 UNIDADES A $405
	ROLLOS	ROLLOS REGISTRADORA OBRA	44MM X 50MTS. 	$50,00	10,00	$45,00	10,00	$450,00	10,00	PAQ	PAQ DE 10 UNIDADES  DE 44MM X 50MTS.  A $50 C/U	10 PAQS A $45 C/U	1 PAQS DE 10 UNIDADES A $450
	ROLLOS	ROLLOS REGISTRADORA OBRA	76MM X 30MTS. 	$52,00	10,00	$45,40	5,00	$227,00	12,69	PAQ	PAQ DE 10 UNIDADES  DE 76MM X 30MTS.  A $52 C/U	5 PAQS A $45,4 C/U	0,5 PAQS DE 10 UNIDADES A $227
COD.			      ROLLOS REGISTRADORA (TERMICO)	Pr. unit. minor.	Unidades	Pr. unit. mayor.	  Cantidad	   Bulto	Descuento	   Packaging			
	ROLLOS	ROLLOS REGISTRADORA TERMICO	44 MM X 50 MTS. 	$85,00	10,00	$78,00	10,00	$780,00	8,24	PAQ	PAQ DE 10 UNIDADES  DE 44 MM X 50 MTS.  A $85 C/U	10 PAQS A $78 C/U	1 PAQS DE 10 UNIDADES A $780
	ROLLOS	ROLLOS REGISTRADORA TERMICO	57 MM X 30 MTS. 	$67,00	10,00	$61,20	10,00	$612,00	8,66	PAQ	PAQ DE 10 UNIDADES  DE 57 MM X 30 MTS.  A $67 C/U	10 PAQS A $61,2 C/U	1 PAQS DE 10 UNIDADES A $612
	ROLLOS	ROLLOS REGISTRADORA TERMICO	76 MM X 30 MTS. QUIMICO	$127,00	10,00	$117,60	5,00	$588,00	7,40	PAQ	PAQ DE 10 UNIDADES  DE 76 MM X 30 MTS. QUIMICO A $127 C/U	5 PAQS A $117,6 C/U	0,5 PAQS DE 10 UNIDADES A $588
													
COD.			                          FILM STRECH	Pr. unit. minor.	Unidades	Pr. unit. mayor.	  Cantidad	   Bulto	Descuento	   Packaging			
	ROLLOS	FILM STRECH	10 CMS.  (VIRGEN)	$17,00	1,00	$0,82	36,00	$29,52	95,18	NOSE	1 NOSE DE 10 CMS.  (VIRGEN) A $17	36 NOSES A $0,82 C/U	36 NOSES A $29,52
.	ROLLOS	FILM STRECH	50 CMS. C/MANGO 	$28,50	1,00	$4,33	6,00	$25,98	84,81	KILO	1 KILO DE 50 CMS. C/MANGO  A $28,5	6 KILOS A $4,33 C/U	6 KILOS A $25,98
	ROLLOS	FILM STRECH	50 CMS. S/MANGO  	$28,50	1,00	$4,33	6,00	$25,98	84,81	KILO	1 KILO DE 50 CMS. S/MANGO   A $28,5	6 KILOS A $4,33 C/U	6 KILOS A $25,98
													
COD.			            TALONARIOS  DUPLICADOS 	Pr. unit. minor.	Unidades	Pr. unit. mayor.	  Cantidad	   Bulto	Descuento	   Packaging			
	VARIOS	TALONARIOS DUPLICADOS	CHICO X 50 HOJAS DOBLE	$8,00	1,00	$7,20	120,00	$864,00	10,00	NOSE	1 NOSE DE CHICO X 50 HOJAS DOBLE A $8	120 NOSES A $7,2 C/U	120 NOSES A $864
	VARIOS	TALONARIOS DUPLICADOS	GRANDE X 50 HOJAS DOBLE	$14,00	1,00	$12,60	80,00	$1.008,00	10,00	NOSE	1 NOSE DE GRANDE X 50 HOJAS DOBLE A $14	80 NOSES A $12,6 C/U	80 NOSES A $1008
													
COD.			          SOBRES DE PAPEL FANTASIA 	Pr. unit. minor.	Unidades	Pr. unit. mayor.	  Cantidad	   Bulto	Descuento	   Packaging			
	SOBRES	SOBRES DE PAPEL FANTASIA	SOBRE  7 X 20 CMS	$23,00	100,00	$21,00	20,00	$420,00	8,70	PAQ	PAQ DE 100 UNIDADES  DE SOBRE  7 X 20 CMS A $23 C/U	20 PAQS A $21 C/U	0,2 PAQS DE 100 UNIDADES A $420
	SOBRES	SOBRES DE PAPEL FANTASIA	SOBRE  7 X 10 CMS	$16,00	100,00	$13,50	10,00	$135,00	15,63	PAQ	PAQ DE 100 UNIDADES  DE SOBRE  7 X 10 CMS A $16 C/U	10 PAQS A $13,5 C/U	0,1 PAQS DE 100 UNIDADES A $135
	SOBRES	SOBRES DE PAPEL FANTASIA	SOBRE  8 X 26 CMS	$30,00	100,00	$27,00	10,00	$270,00	10,00	PAQ	PAQ DE 100 UNIDADES  DE SOBRE  8 X 26 CMS A $30 C/U	10 PAQS A $27 C/U	0,1 PAQS DE 100 UNIDADES A $270
	SOBRES	SOBRES DE PAPEL FANTASIA	SOBRE  9 X 15 CMS	$20,00	100,00	$18,00	10,00	$180,00	10,00	PAQ	PAQ DE 100 UNIDADES  DE SOBRE  9 X 15 CMS A $20 C/U	10 PAQS A $18 C/U	0,1 PAQS DE 100 UNIDADES A $180
	SOBRES	SOBRES DE PAPEL FANTASIA	SOBRE 14 X 21 CMS	$42,00	100,00	$27,80	10,00	$278,00	33,81	PAQ	PAQ DE 100 UNIDADES  DE SOBRE 14 X 21 CMS A $42 C/U	10 PAQS A $27,8 C/U	0,1 PAQS DE 100 UNIDADES A $278
	SOBRES	SOBRES DE PAPEL FANTASIA	SOBRE 15 X 25 CMS	$54,00	100,00	$48,60	10,00	$486,00	10,00	PAQ	PAQ DE 100 UNIDADES  DE SOBRE 15 X 25 CMS A $54 C/U	10 PAQS A $48,6 C/U	0,1 PAQS DE 100 UNIDADES A $486
	SOBRES	SOBRES DE PAPEL FANTASIA	SOBRE 20 X 29 CMS	$78,00	100,00	$70,20	10,00	$702,00	10,00	PAQ	PAQ DE 100 UNIDADES  DE SOBRE 20 X 29 CMS A $78 C/U	10 PAQS A $70,2 C/U	0,1 PAQS DE 100 UNIDADES A $702
	SOBRES	SOBRES DE PAPEL FANTASIA	SOBRE 25 X 35 CMS	$112,00	100,00	$100,80	5,00	$504,00	10,00	PAQ	PAQ DE 100 UNIDADES  DE SOBRE 25 X 35 CMS A $112 C/U	5 PAQS A $100,8 C/U	0,05 PAQS DE 100 UNIDADES A $504
	SOBRES	SOBRES DE PAPEL FANTASIA	SOBRE 29 X 39 CMS	$150,00	100,00	$135,00	5,00	$675,00	10,00	PAQ	PAQ DE 100 UNIDADES  DE SOBRE 29 X 39 CMS A $150 C/U	5 PAQS A $135 C/U	0,05 PAQS DE 100 UNIDADES A $675
COD.			                              VARIOS	Pr. unit. minor.	Unidades	Pr. unit. mayor.	  Cantidad	   Bulto	Descuento	   Packaging			
	VARIOS	SERVILLETERO PLASTICO 	TIPO BAR	$25,00	1,00	$22,00	1,00	$22,00	12,00	NOSE	1 NOSE DE TIPO BAR A $25	1 NOSES A $22 C/U	1 NOSES A $22
	VARIOS	REJILLAS PLASTICAS	REJILLAS PLASTICAS	$1,50	800,00	$1,35	800,00	$1.080,00	10,00	CAJA	CAJA DE 800 UNIDADES  DE REJILLAS PLASTICAS A $1,5 C/U	800 CAJAS A $1,35 C/U	1 CAJAS DE 800 UNIDADES A $1080
	VARIOS	ESCARBADIENTES A GRANEL	X 3000	$145,00	3.000,00	$130,00	1,00	$130,00	10,34	CAJA	CAJA DE 3000 UNIDADES  DE X 3000 A $145 C/U	1 CAJAS A $130 C/U	0,0003333333333 CAJAS DE 3000 UNIDADES A $130
	VARIOS	LANCHERAS	 V/COLORES (BOCA,RIVER)	$120,00	1,00	$110,00	1,00	$110,00	8,33	NOSE	1 NOSE DE  V/COLORES (BOCA,RIVER) A $120	1 NOSES A $110 C/U	1 NOSES A $110
	ROLLOS	ROLLOS PARA TURNO	1000 numeros	$6,00	1,00	$5,42	12,00	$65,04	9,67	NOSE	1 NOSE DE 1000 numeros A $6	12 NOSES A $5,42 C/U	12 NOSES A $65,04
	VARIOS	TACOS	9X9 	$10,00	1,00	$9,00	25,00	$225,00	10,00	NOSE	1 NOSE DE 9X9  A $10	25 NOSES A $9 C/U	25 NOSES A $225
													
COD.			           BOLSAS DE POLIPROPILENO	Pr. unit. minor.	Unidades	Pr. unit. mayor.	  Cantidad	   Bulto	Descuento	   Packaging			
	BOLSAS	HOJAS DE CELOFAN	PP 50X70	$2,00	100,00	$1,80	100,00	$180,00	10,00	PAQ	PAQ DE 100 UNIDADES  DE PP 50X70 A $2 C/U	100 PAQS A $1,8 C/U	1 PAQS DE 100 UNIDADES A $180
	BOLSAS	BOLSAS DE POLIPROPILENO	5 X 20 CMS.	$6,00	100,00	$4,50	10,00	$45,00	25,00	PAQ	PAQ DE 100 UNIDADES  DE 5 X 20 CMS. A $6 C/U	10 PAQS A $4,5 C/U	0,1 PAQS DE 100 UNIDADES A $45
	BOLSAS	BOLSAS DE POLIPROPILENO	5 X 25 CMS.	$6,00	100,00	$5,00	10,00	$50,00	16,67	PAQ	PAQ DE 100 UNIDADES  DE 5 X 25 CMS. A $6 C/U	10 PAQS A $5 C/U	0,1 PAQS DE 100 UNIDADES A $50
	BOLSAS	BOLSAS DE POLIPROPILENO	5 X 30 CMS.	$7,00	100,00	$5,50	10,00	$55,00	21,43	PAQ	PAQ DE 100 UNIDADES  DE 5 X 30 CMS. A $7 C/U	10 PAQS A $5,5 C/U	0,1 PAQS DE 100 UNIDADES A $55
	BOLSAS	BOLSAS DE POLIPROPILENO	6 x 10 CMS.	$6,00	100,00	$4,50	10,00	$45,00	25,00	PAQ	PAQ DE 100 UNIDADES  DE 6 x 10 CMS. A $6 C/U	10 PAQS A $4,5 C/U	0,1 PAQS DE 100 UNIDADES A $45
	BOLSAS	BOLSAS DE POLIPROPILENO	6 X 15 CMS.	$6,00	100,00	$4,50	10,00	$45,00	25,00	PAQ	PAQ DE 100 UNIDADES  DE 6 X 15 CMS. A $6 C/U	10 PAQS A $4,5 C/U	0,1 PAQS DE 100 UNIDADES A $45
	BOLSAS	BOLSAS DE POLIPROPILENO	6 X 20 CMS.	$6,00	100,00	$5,00	10,00	$50,00	16,67	PAQ	PAQ DE 100 UNIDADES  DE 6 X 20 CMS. A $6 C/U	10 PAQS A $5 C/U	0,1 PAQS DE 100 UNIDADES A $50
	BOLSAS	BOLSAS DE POLIPROPILENO	6 X 25 CMS.	$7,00	100,00	$5,50	10,00	$55,00	21,43	PAQ	PAQ DE 100 UNIDADES  DE 6 X 25 CMS. A $7 C/U	10 PAQS A $5,5 C/U	0,1 PAQS DE 100 UNIDADES A $55
	BOLSAS	BOLSAS DE POLIPROPILENO	6 X 30 CMS.	$8,00	100,00	$6,30	10,00	$63,00	21,25	PAQ	PAQ DE 100 UNIDADES  DE 6 X 30 CMS. A $8 C/U	10 PAQS A $6,3 C/U	0,1 PAQS DE 100 UNIDADES A $63
	BOLSAS	BOLSAS DE POLIPROPILENO	8 X 10 CMS.	$6,00	100,00	$4,50	10,00	$45,00	25,00	PAQ	PAQ DE 100 UNIDADES  DE 8 X 10 CMS. A $6 C/U	10 PAQS A $4,5 C/U	0,1 PAQS DE 100 UNIDADES A $45
	BOLSAS	BOLSAS DE POLIPROPILENO	8 X 12 CMS.	$6,00	100,00	$4,50	10,00	$45,00	25,00	PAQ	PAQ DE 100 UNIDADES  DE 8 X 12 CMS. A $6 C/U	10 PAQS A $4,5 C/U	0,1 PAQS DE 100 UNIDADES A $45
	BOLSAS	BOLSAS DE POLIPROPILENO	8 X 15 CMS.	$6,00	100,00	$5,00	10,00	$50,00	16,67	PAQ	PAQ DE 100 UNIDADES  DE 8 X 15 CMS. A $6 C/U	10 PAQS A $5 C/U	0,1 PAQS DE 100 UNIDADES A $50
	BOLSAS	BOLSAS DE POLIPROPILENO	8 X 20 CMS.	$8,00	100,00	$6,30	10,00	$63,00	21,25	PAQ	PAQ DE 100 UNIDADES  DE 8 X 20 CMS. A $8 C/U	10 PAQS A $6,3 C/U	0,1 PAQS DE 100 UNIDADES A $63
	BOLSAS	BOLSAS DE POLIPROPILENO	8 X 25 CMS.	$8,00	100,00	$6,70	10,00	$67,00	16,25	PAQ	PAQ DE 100 UNIDADES  DE 8 X 25 CMS. A $8 C/U	10 PAQS A $6,7 C/U	0,1 PAQS DE 100 UNIDADES A $67
	BOLSAS	BOLSAS DE POLIPROPILENO	8 X 30 CMS.	$10,00	100,00	$8,10	10,00	$81,00	19,00	PAQ	PAQ DE 100 UNIDADES  DE 8 X 30 CMS. A $10 C/U	10 PAQS A $8,1 C/U	0,1 PAQS DE 100 UNIDADES A $81
	BOLSAS	BOLSAS DE POLIPROPILENO	 10 X 15 CMS.	$7,00	100,00	$5,50	10,00	$55,00	21,43	PAQ	PAQ DE 100 UNIDADES  DE  10 X 15 CMS. A $7 C/U	10 PAQS A $5,5 C/U	0,1 PAQS DE 100 UNIDADES A $55
	BOLSAS	BOLSAS DE POLIPROPILENO	 10 X 20 CMS.	$8,00	100,00	$6,30	10,00	$63,00	21,25	PAQ	PAQ DE 100 UNIDADES  DE  10 X 20 CMS. A $8 C/U	10 PAQS A $6,3 C/U	0,1 PAQS DE 100 UNIDADES A $63
	BOLSAS	BOLSAS DE POLIPROPILENO	 10 X 25 CMS.	$9,00	100,00	$7,70	10,00	$77,00	14,44	PAQ	PAQ DE 100 UNIDADES  DE  10 X 25 CMS. A $9 C/U	10 PAQS A $7,7 C/U	0,1 PAQS DE 100 UNIDADES A $77
	BOLSAS	BOLSAS DE POLIPROPILENO	 10 X 30 CMS.	$11,00	100,00	$9,00	10,00	$90,00	18,18	PAQ	PAQ DE 100 UNIDADES  DE  10 X 30 CMS. A $11 C/U	10 PAQS A $9 C/U	0,1 PAQS DE 100 UNIDADES A $90
	BOLSAS	BOLSAS DE POLIPROPILENO	 12 X 15 CMS.	$8,00	100,00	$6,30	10,00	$63,00	21,25	PAQ	PAQ DE 100 UNIDADES  DE  12 X 15 CMS. A $8 C/U	10 PAQS A $6,3 C/U	0,1 PAQS DE 100 UNIDADES A $63
	BOLSAS	BOLSAS DE POLIPROPILENO	 12 X 20 CMS.	$9,00	100,00	$7,70	10,00	$77,00	14,44	PAQ	PAQ DE 100 UNIDADES  DE  12 X 20 CMS. A $9 C/U	10 PAQS A $7,7 C/U	0,1 PAQS DE 100 UNIDADES A $77
	BOLSAS	BOLSAS DE POLIPROPILENO	 12 X 25 CMS.	$11,00	100,00	$9,00	10,00	$90,00	18,18	PAQ	PAQ DE 100 UNIDADES  DE  12 X 25 CMS. A $11 C/U	10 PAQS A $9 C/U	0,1 PAQS DE 100 UNIDADES A $90
	BOLSAS	BOLSAS DE POLIPROPILENO	 12 X 30 CMS.	$12,00	100,00	$10,00	10,00	$100,00	16,67	PAQ	PAQ DE 100 UNIDADES  DE  12 X 30 CMS. A $12 C/U	10 PAQS A $10 C/U	0,1 PAQS DE 100 UNIDADES A $100
	BOLSAS	BOLSAS DE POLIPROPILENO	 12 X 35 CMS.	$14,00	100,00	$11,70	10,00	$117,00	16,43	PAQ	PAQ DE 100 UNIDADES  DE  12 X 35 CMS. A $14 C/U	10 PAQS A $11,7 C/U	0,1 PAQS DE 100 UNIDADES A $117
	BOLSAS	BOLSAS DE POLIPROPILENO	 15 X 20 CMS.	$11,00	100,00	$9,00	10,00	$90,00	18,18	PAQ	PAQ DE 100 UNIDADES  DE  15 X 20 CMS. A $11 C/U	10 PAQS A $9 C/U	0,1 PAQS DE 100 UNIDADES A $90
	BOLSAS	BOLSAS DE POLIPROPILENO	 15 X 25 CMS.	$12,00	100,00	$10,40	10,00	$104,00	13,33	PAQ	PAQ DE 100 UNIDADES  DE  15 X 25 CMS. A $12 C/U	10 PAQS A $10,4 C/U	0,1 PAQS DE 100 UNIDADES A $104
	BOLSAS	BOLSAS DE POLIPROPILENO	 15 X 30 CMS.	$14,00	100,00	$11,70	10,00	$117,00	16,43	PAQ	PAQ DE 100 UNIDADES  DE  15 X 30 CMS. A $14 C/U	10 PAQS A $11,7 C/U	0,1 PAQS DE 100 UNIDADES A $117
	BOLSAS	BOLSAS DE POLIPROPILENO	 15 X 35 CMS.	$18,00	100,00	$15,30	10,00	$153,00	15,00	PAQ	PAQ DE 100 UNIDADES  DE  15 X 35 CMS. A $18 C/U	10 PAQS A $15,3 C/U	0,1 PAQS DE 100 UNIDADES A $153
	BOLSAS	BOLSAS DE POLIPROPILENO	 15 X 40 CMS.	$19,00	100,00	$16,20	10,00	$162,00	14,74	PAQ	PAQ DE 100 UNIDADES  DE  15 X 40 CMS. A $19 C/U	10 PAQS A $16,2 C/U	0,1 PAQS DE 100 UNIDADES A $162
	BOLSAS	BOLSAS DE POLIPROPILENO	 15 X 45 CMS.	$22,00	100,00	$19,10	10,00	$191,00	13,18	PAQ	PAQ DE 100 UNIDADES  DE  15 X 45 CMS. A $22 C/U	10 PAQS A $19,1 C/U	0,1 PAQS DE 100 UNIDADES A $191
